Supplier,Email,Full Name,Billing Address,Phone,Deleted,Tax Id,Balance,Last Modified By,Supplier Display Name,Created Date,Last Modified Date
Jantan Enterprises Ltd P051517761P,,Jantan Enterprises Ltd P051517761P,,,False,,,Mary Wangeci,Jantan Enterprises Ltd P051517761P,2022-11-03T11:21:08,2022-11-03T11:21:08
JARED OBAKI  ELECTRICIAN,,JARED OBAKI ELECTRICIAN,,,False,,,Samuel Muchemi,JARED OBAKI  ELECTRICIAN,2022-09-28T18:17:51,2022-09-28T18:17:51
JASHO AUTO GARAGE,,,,,False,,,Mary Wangeci,JASHO AUTO GARAGE,2023-09-15T10:50:45,2023-09-15T10:50:45
JECY ENTERPRISES,,JECY ENTERPRISES,,,False,,,Mary Wangeci,JECY ENTERPRISES,2023-05-03T09:43:28,2023-05-03T09:43:28
Jefitha Auto Spares,,Jefitha Auto Spares,,,False,,,Samuel Muchemi,Jefitha Auto Spares,2022-09-28T18:17:51,2022-09-28T18:17:51
JIKONIZ GRILL,,,,,False,,,Mary Wangeci,JIKONIZ GRILL,2023-07-14T16:22:12,2023-07-14T16:22:12
JIMLIZER HOTEL,,JIMLIZER  HOTEL,,,False,,,Samuel Muchemi,JIMLIZER HOTEL,2022-09-28T18:17:52,2022-09-28T18:17:52
JJOGENS AUTOSHINE,,JJOGENS  AUTOSHINE,,,False,,,Samuel Muchemi,JJOGENS AUTOSHINE,2022-09-28T18:17:52,2022-09-28T18:17:52
J.K WORKS,,J.K  WORKS,,,False,,,Mary Wangeci,J.K WORKS,2025-07-01T09:55:39,2025-07-01T09:55:39
Joe Electricals,,Joe  Electricals,,,False,,,Samuel Muchemi,Joe Electricals,2022-09-28T18:17:52,2022-09-28T18:17:52
JOHVITA INVESTMENT A005761253S,,JOHVITA INVESTMENT A005761253S,,,False,,,Samuel Muchemi,JOHVITA INVESTMENT A005761253S,2022-09-28T18:17:52,2022-09-28T18:17:52
JOLLY BOG GROUP LTD,,JOLLY BOG GROUP LTD,,,False,,,Mary Wangeci,JOLLY BOG GROUP LTD,2025-08-07T09:46:42,2025-08-07T09:46:42
Joogens Auto Shine,,Joogens Auto Shine,,,False,,,Samuel Muchemi,Joogens Auto Shine,2022-09-28T18:17:52,2022-09-28T18:17:52
Jop Enterprises Ltd P051486798V,,Jop Enterprises Ltd P051486798V,,,False,,,Samuel Muchemi,Jop Enterprises Ltd P051486798V,2022-09-28T18:17:52,2022-09-28T18:17:52
Josephat Randu,,Josephat  Randu,,,False,,,Samuel Muchemi,Josephat Randu,2022-09-28T18:17:53,2022-09-28T18:17:53
Joseph Ogege,,Joseph  Ogege,,,False,,,Samuel Muchemi,Joseph Ogege,2022-09-28T18:17:53,2022-09-28T18:17:53
JOSIM ENTERPRISES,,JOSIM ENTERPRISES,,,False,,,Mary Wangeci,JOSIM ENTERPRISES,2023-05-03T09:34:15,2023-05-03T09:34:15
JOSKIHMART ENTERPRISES,,JOSKIHMART  ENTERPRISES,,,False,,,Samuel Muchemi,JOSKIHMART ENTERPRISES,2022-09-28T18:17:53,2022-09-28T18:17:53
JOSPHAT NGUGI-AGRISEL,,,,,False,,,Mary Wangeci,JOSPHAT NGUGI-AGRISEL,2024-10-02T13:34:49,2024-10-02T13:34:49
JOSTA CLASSICS LTD P051938505P,,JOSTA CLASSICS LTD P051938505P,,,False,,,Mary Wangeci,JOSTA CLASSICS LTD P051938505P,2023-06-12T15:18:52,2023-06-12T15:18:52
JOVINA GENERAL AGENCIES,,,,,False,,,Mary Wangeci,JOVINA GENERAL AGENCIES,2024-03-08T09:42:34,2024-03-08T09:42:34
JOWAMB TRADERS LTD,,,,,False,,,Mary Wangeci,JOWAMB TRADERS LTD,2023-10-31T15:41:09,2023-10-31T15:41:09
JOYCE KARIUKI,,,,,False,,,Mary Wangeci,JOYCE KARIUKI,2024-01-30T11:14:12,2024-01-30T11:14:12
JOYCE NJOROGE,,,,,False,,-7500.0,Mary Wangeci,JOYCE NJOROGE,2023-11-02T08:58:15,2023-11-02T15:24:22
JOY ELECTRICALS & GENERAL HARDWARE,,,,,False,,,Mary Wangeci,JOY ELECTRICALS & GENERAL HARDWARE,2024-09-02T12:36:39,2024-09-02T12:36:39
JULIETEX BOUTIQUE,,,,,False,,,Mary Wangeci,JULIETEX BOUTIQUE,2024-09-02T12:11:21,2024-09-02T12:11:21
JULIPLY LIMITED P051571834A,,JULIPLY LIMITED P051571834A,,,False,,,Mary Wangeci,JULIPLY LIMITED P051571834A,2023-02-28T12:51:03,2023-02-28T12:51:03
JULIPLY LTD P051571834A,,,,,False,,,Mary Wangeci,JULIPLY LTD P051571834A,2023-10-31T10:08:46,2023-10-31T10:08:46
Julius,,Julius,,,False,,,Samuel Muchemi,Julius,2022-09-28T18:17:53,2022-09-28T18:17:53
jumbo autospares,,jumbo  autospares,,,False,,,Samuel Muchemi,jumbo autospares,2022-09-28T18:17:53,2022-09-28T18:17:53
JUMIA KENYA,,JUMIA  KENYA,,,False,,,Samuel Muchemi,JUMIA KENYA,2022-09-28T18:17:53,2022-09-28T18:17:53
JUMIA Online,,JUMIA  Online,,,False,,,Samuel Muchemi,JUMIA Online,2022-09-28T18:17:53,2022-09-28T18:17:53
Jupily Hardware,,Jupily  Hardware,,,False,,,Samuel Muchemi,Jupily Hardware,2022-09-28T18:17:53,2022-09-28T18:17:53
Kadden Limited,,Kadden  Limited,,,False,,,Samuel Muchemi,Kadden Limited,2022-09-28T18:17:54,2022-09-28T18:17:54
KADDEN SHELL KOMAROK P051508861R,,,,,False,,,Mary Wangeci,KADDEN SHELL KOMAROK P051508861R,2023-09-15T10:29:22,2023-09-15T10:29:22
KADI GENERAL HARDWARE AND SUPPLIES LTD,,,,,False,,,Mary Wangeci,KADI GENERAL HARDWARE AND SUPPLIES LTD,2023-11-02T08:37:57,2023-11-02T08:37:57
Kadolta Packagingng Ltd P051467119D,,Kadolta Packagingng Ltd,,0728089283,False,,,Mary Wangeci,Kadolta Packagingng Ltd P051467119D,2022-09-28T18:17:54,2023-06-19T11:03:10
kaguKagundo Road Total  A003988381U,,kaguKagundo Road Total A003988381U,,,False,,,Samuel Muchemi,kaguKagundo Road Total  A003988381U,2022-09-28T18:17:54,2022-09-28T18:17:54
KAGUNDO ROAD TOTAL ENERGIES  A003988381U,,KAGUNDO ROAD TOTAL ENERGIES  A003988381U,,,False,,,Mary Wangeci,KAGUNDO ROAD TOTAL ENERGIES  A003988381U,2023-04-28T12:09:06,2023-04-28T12:09:06
KAHAWA SUKARI PETROL STATION,,,,,False,,,Mary Wangeci,KAHAWA SUKARI PETROL STATION,2024-03-08T10:24:57,2024-03-08T10:24:57
KAKEO FARM,,,,,False,,,Mary Wangeci,KAKEO FARM,2024-05-08T12:44:48,2024-05-08T12:44:48
KAMAU STOCKMAN,,KAMAU  STOCKMAN,,,False,,,Mary Wangeci,KAMAU STOCKMAN,2025-04-01T11:35:24,2025-04-01T11:35:24
KAMULU TOTAL SERVICE STATION,,KAMULU TOTAL SERVICE STATION,,,False,,,Samuel Muchemi,KAMULU TOTAL SERVICE STATION,2022-09-28T18:17:54,2022-09-28T18:17:54
KAMULU TOTAL SERVICE STATION A005627767O,,KAMULU TOTAL SERVICE STATION A005627767O,,,False,,,Mary Wangeci,KAMULU TOTAL SERVICE STATION A005627767O,2023-02-17T11:39:21,2023-02-17T11:39:21
Kangunex Sacco,,Kangunex  Sacco,,,False,,,Samuel Muchemi,Kangunex Sacco,2022-09-28T18:17:54,2022-09-28T18:17:54
KANY TOOLS & ELECTRICALS,,,,,False,,,Mary Wangeci,KANY TOOLS & ELECTRICALS,2023-10-31T07:42:52,2023-10-31T07:42:52
KAPARO MOTORCYCLE REPAIR AND SPARES,,KAPARO MOTORCYCLE REPAIR AND SPARES,,,False,,,Samuel Muchemi,KAPARO MOTORCYCLE REPAIR AND SPARES,2022-09-28T18:17:54,2022-09-28T18:17:54
Kariako Market,,Kariako  Market,,0715694977,False,,,Samuel Muchemi,Kariako Market,2022-09-28T18:17:54,2022-09-28T18:17:54
Karimali Service Station P051139291J,,Karimali Service Station P051139291J,,,False,,,Samuel Muchemi,Karimali Service Station P051139291J,2022-09-28T18:17:54,2022-09-28T18:17:54
Karshash Ltd P051140177R,,Karshash Ltd P051140177R,,,False,,,Mary Wangeci,Karshash Ltd P051140177R,2022-11-03T12:12:37,2022-11-03T12:12:37
Karson Motors Engineering P051111336E,,Karson Motors Engineering P051111336E,,,False,,,Mary Wangeci,Karson Motors Engineering P051111336E,2022-11-03T12:31:30,2022-11-03T12:31:30
KASARANI CAPITAL TYRE CENTRE,,KASARANI CAPITAL TYRE CENTRE,,,False,,,Samuel Muchemi,KASARANI CAPITAL TYRE CENTRE,2022-09-28T18:17:54,2022-09-28T18:17:54
Kassmat Supermarket P051551060U,,Kassmat Supermarket P051551060U,,,False,,,Samuel Muchemi,Kassmat Supermarket P051551060U,2022-09-28T18:17:54,2022-09-28T18:17:54
KAYOLE SERVICE STATION,,KAYOLE SERVICE STATION,,,False,,,Samuel Muchemi,KAYOLE SERVICE STATION,2022-09-28T18:17:54,2022-09-28T18:17:54
KCB Bank,,KCB  Bank,,,False,,,Samuel Muchemi,KCB Bank,2022-09-28T18:17:54,2022-09-28T18:17:54
KEBS,,KEBS,,,False,,,Samuel Muchemi,KEBS,2022-09-28T18:17:54,2022-09-28T18:17:54
KELLA INVESTMENTS,,KELLA  INVESTMENTS,,,False,,,Samuel Muchemi,KELLA INVESTMENTS,2022-09-28T18:17:54,2022-09-28T18:17:54
KEN-MAZAO NA AFYA,,KEN-MAZAO NA AFYA,,,False,,,Mary Wangeci,KEN-MAZAO NA AFYA,2026-02-05T10:37:13,2026-02-05T10:37:13
KENMOT SPARES P000611556O,,,,,False,,,Mary Wangeci,KENMOT SPARES P000611556O,2023-09-28T13:09:46,2023-09-28T13:09:46
kennedy papa,,,,,False,,,Mary Wangeci,kennedy papa,2023-07-11T09:19:39,2023-07-11T09:19:39
KENSEW AUTO SPARES,,,,,False,,,Mary Wangeci,KENSEW AUTO SPARES,2025-02-05T12:17:12,2025-02-05T12:17:12
KENTRADE,,KENTRADE,,,False,,,Mary Wangeci,KENTRADE,2022-12-20T10:50:25,2022-12-20T10:50:25
KENYA AIRWAYS,,,,,False,,,Mary Wangeci,KENYA AIRWAYS,2024-02-06T12:09:41,2024-02-06T12:09:41
Kenya Biologics Ltd,sales@kenyabiologics.com,Kenya Biologics Ltd,P.O. Box 249 Kenol   01020 Kenya,0710724629,False,,,Sheila Maina,Kenya Biologics Ltd,2022-09-28T18:17:54,2025-11-13T09:21:41
Kenya Laboratory Suppliers,,Kenya Laboratory Suppliers,,,False,,,Samuel Muchemi,Kenya Laboratory Suppliers,2022-09-28T18:17:54,2022-09-28T18:17:54
Kenya Rev,,Kenya  Rev,,,False,,,Samuel Muchemi,Kenya Rev,2022-09-28T18:17:54,2022-09-28T18:17:54
KENYA TRANSLATION SERVICES,,,,,False,,,Mary Wangeci,KENYA TRANSLATION SERVICES,2024-11-05T14:35:03,2024-11-05T14:35:03
KENYATTA UNIVERSITY,,KENYATTA  UNIVERSITY,,,False,,,Mary Wangeci,KENYATTA UNIVERSITY,2025-06-05T10:18:44,2025-06-05T10:18:44
KEVIN NDUNGU NDICHU,,,,,False,,,Mary Wangeci,KEVIN NDUNGU NDICHU,2024-02-14T14:16:34,2024-02-14T14:16:34
KEYNANIA GENERAL COMPANY LIMITED,,,,,False,,,Mary Wangeci,KEYNANIA GENERAL COMPANY LIMITED,2023-07-04T11:52:06,2023-07-04T11:52:06
KFC,,KFC,,,False,,,Samuel Muchemi,KFC,2022-09-28T18:17:55,2022-09-28T18:17:55
KFC KASARANI,,,,,False,,,Mary Wangeci,KFC KASARANI,2023-08-24T09:08:57,2023-08-24T09:08:57
K GEE AUTOMART,,K GEE AUTOMART,,,False,,,Samuel Muchemi,K GEE AUTOMART,2022-09-28T18:17:53,2022-09-28T18:17:53
K-GEES AUTO MART,,,,,False,,,Mary Wangeci,K-GEES AUTO MART,2023-12-19T11:18:38,2023-12-19T11:18:38
KIBWEZI BILKHEIR,,KIBWEZI  BILKHEIR,,,False,,,Samuel Muchemi,KIBWEZI BILKHEIR,2022-09-28T18:17:55,2022-09-28T18:17:55
KIDANI STELL MILLS LTD,,,,,False,,,Mary Wangeci,KIDANI STELL MILLS LTD,2024-10-02T15:00:20,2024-10-02T15:00:20
Kifaru Enterprise Ltd P051191777B,,Kifaru Enterprise Ltd P051191777B,,,False,,,Samuel Muchemi,Kifaru Enterprise Ltd P051191777B,2022-09-28T18:17:55,2022-09-28T18:17:55
KILELE RESORT,,KILELE RESORT,,,False,,,Mary Wangeci,KILELE RESORT,2023-06-19T10:59:41,2023-06-19T10:59:41
KIMORI AUTO SPARES,,KIMORI AUTO SPARES,,,False,,,Mary Wangeci,KIMORI AUTO SPARES,2025-09-05T10:07:18,2025-09-05T10:07:18
KIMZ SPARE PARTS,,,,,False,,,Mary Wangeci,KIMZ SPARE PARTS,2023-12-19T11:22:34,2023-12-19T11:22:34
Kinatwa Sacco,,Kinatwa  Sacco,,,False,,,Samuel Muchemi,Kinatwa Sacco,2022-09-28T18:17:55,2022-09-28T18:17:55
KINGS AND QUEENS,,,,,False,,,Mary Wangeci,KINGS AND QUEENS,2023-11-02T08:35:07,2023-11-02T08:35:07
KIRIMARI SERVICE STATION,,KIRIMARI SERVICE STATION,,,False,,,Samuel Muchemi,KIRIMARI SERVICE STATION,2022-09-28T18:17:55,2022-09-28T18:17:55
Kirunga Service Station P051318387R,,Kirunga Service Station P051318387R,,,False,,,Samuel Muchemi,Kirunga Service Station P051318387R,2022-09-28T18:17:55,2022-09-28T18:17:55
KIRYAN ENERGY LIMITED P051845997I,,KIRYAN ENERGY LIMITED P051845997I,,,False,,,Mary Wangeci,KIRYAN ENERGY LIMITED P051845997I,2025-03-10T09:43:40,2025-03-10T09:43:40
KISMATT BATTERY POINT,,,,,False,,,Mary Wangeci,KISMATT BATTERY POINT,2024-07-01T12:13:33,2024-07-01T12:13:33
Kithimani Enterprises,,Kithimani Enterprises,,,False,,,Mary Wangeci,Kithimani Enterprises,2022-11-03T08:23:51,2022-11-03T08:23:51
KITUI TOTAL SERVICE STATION,,KITUI TOTAL SERVICE STATION,,,False,,,Samuel Muchemi,KITUI TOTAL SERVICE STATION,2022-09-28T18:17:55,2022-09-28T18:17:55
KIZIGO SERVICE STATION P051345486O,,,,,False,,,Mary Wangeci,KIZIGO SERVICE STATION P051345486O,2024-02-06T15:19:13,2024-02-06T15:19:13
KOBIAN KENYA LTD,,KOBIAN KENYA LTD,,,False,,,Samuel Muchemi,KOBIAN KENYA LTD,2022-09-28T18:17:55,2022-09-28T18:17:55
KOBIAN KENYA LTD P000611853O,,,,,False,,,Mary Wangeci,KOBIAN KENYA LTD P000611853O,2023-08-31T14:12:44,2023-08-31T14:12:44
Kobil Njiru,,Kobil  Njiru,,,False,,,Samuel Muchemi,Kobil Njiru,2022-09-28T18:17:55,2022-09-28T18:17:55
Kompressor Auto Spares,,Kompressor Auto Spares,,,False,,,Samuel Muchemi,Kompressor Auto Spares,2022-09-28T18:17:55,2022-09-28T18:17:55
Koppert,,Koppert,,,False,,,Samuel Muchemi,Koppert,2022-09-28T18:17:55,2026-01-06T09:57:29
KPLC,,KPLC,,,False,,,Samuel Muchemi,KPLC,2022-09-28T18:17:55,2022-09-28T18:17:55
KRA,,KRA,,,False,,,Samuel Muchemi,KRA,2022-09-28T18:17:55,2022-09-28T18:17:55
KRUMA AUTO WORKS,,KRUMA AUTO WORKS,,,False,,,Samuel Muchemi,KRUMA AUTO WORKS,2022-09-28T18:17:55,2022-09-28T18:17:55
Kukena Sacco,,Kukena  Sacco,,,False,,,Samuel Muchemi,Kukena Sacco,2022-09-28T18:17:55,2022-09-28T18:17:55
KWIK FIX TOYOTA,,,,,False,,,Mary Wangeci,KWIK FIX TOYOTA,2025-02-05T12:16:26,2025-02-05T12:16:26
LADYPRIS CAR DECOR,,,,,False,,,Mary Wangeci,LADYPRIS CAR DECOR,2024-02-06T15:15:35,2024-02-06T15:15:35
LAKE OIL P051599843Y,,,,,False,,,Mary Wangeci,LAKE OIL P051599843Y,2023-08-14T12:28:18,2023-08-14T12:28:18
LANDMARK HOTEL-MWIKI,,LANDMARK HOTEL-MWIKI,,,False,,,Mary Wangeci,LANDMARK HOTEL-MWIKI,2023-03-24T12:17:49,2023-03-24T12:17:49
lathyflora,,lathyflora,,,False,,,Mary Wangeci,lathyflora,2026-03-05T10:26:36,2026-03-05T10:26:36
LEADTIME CARGO LOGISTICS LTD,,LEADTIME CARGO LOGISTICS LTD,,,False,,,Mary Wangeci,LEADTIME CARGO LOGISTICS LTD,2023-03-29T15:42:13,2023-03-29T15:42:13
LEADWAY HOTEL NAIVASHA,,LEADWAY HOTEL NAIVASHA,,,False,,,Samuel Muchemi,LEADWAY HOTEL NAIVASHA,2022-09-28T18:17:55,2022-09-28T18:17:55
Leesstar Pioneer,,Leesstar  Pioneer,,,False,,,Samuel Muchemi,Leesstar Pioneer,2022-09-28T18:17:56,2022-09-28T18:17:56
LEGEND AUTOSPARES,,,,,False,,,Mary Wangeci,LEGEND AUTOSPARES,2024-01-12T09:27:34,2024-01-12T09:27:34
LELESIT-STOKMAN,,LELESIT-STOKMAN,,,False,,,Mary Wangeci,LELESIT-STOKMAN,2025-10-02T15:26:55,2025-10-02T15:26:55
Lewis Office Matt Furnitures,,Lewis Office Matt Furnitures,,,False,,,Mary Wangeci,Lewis Office Matt Furnitures,2022-11-03T08:27:00,2022-11-03T08:27:00
Lexo Energy P051632593N,,Lexo Energy P051632593N,,,False,,,Samuel Muchemi,Lexo Energy P051632593N,2022-09-28T18:17:56,2022-09-28T18:17:56
Leyian Grills,,Leyian Grills,,,False,,,Mary Wangeci,Leyian Grills,2022-11-03T12:43:52,2022-11-03T12:43:52
LIME FIBER,,LIME FIBER,,,False,,,Mary Wangeci,LIME FIBER,2023-03-31T10:17:33,2023-03-31T10:17:33
LinceAuto Logistics Solutions Ltd,,LinceAuto Logistics Solutions Ltd,,,False,,,Samuel Muchemi,LinceAuto Logistics Solutions Ltd,2022-09-28T18:17:56,2022-09-28T18:17:56
Lucy Njuguna,,Lucy  Njuguna,,0722325256,False,,,Samuel Muchemi,Lucy Njuguna,2022-09-28T18:17:56,2022-09-28T18:17:56
"Luminara Inv,",,"Luminara  Inv,",,,False,,,Samuel Muchemi,"Luminara Inv,",2022-09-28T18:17:56,2022-09-28T18:17:56
LUMINARA INVESTMENT LTD P051463209V,,LUMINARA INVESTMENT LTD P051463209V,,,False,,,Mary Wangeci,LUMINARA INVESTMENT LTD P051463209V,2022-12-20T11:26:43,2022-12-20T11:26:43
Luqman Petrol Station P051392659O,,Luqman Petrol Station P051392659O,,,False,,,Mary Wangeci,Luqman Petrol Station P051392659O,2022-11-03T13:12:14,2022-11-03T13:12:14
Luxury shuttle,,Luxury  shuttle,,,False,,,Samuel Muchemi,Luxury shuttle,2022-09-28T18:17:56,2022-09-28T18:17:56
MAARIFA ENTERPRISES,,MAARIFA ENTERPRISES,,,False,,,Mary Wangeci,MAARIFA ENTERPRISES,2023-05-09T10:09:34,2023-05-09T10:09:34
MABAWA ENTERPRISES,,MABAWA ENTERPRISES,,,False,,,Mary Wangeci,MABAWA ENTERPRISES,2023-06-19T10:57:48,2023-06-19T10:57:48
Machakos Service Station P051161349Z,,Machakos Service Station P051161349Z,,,False,,,Samuel Muchemi,Machakos Service Station P051161349Z,2022-09-28T18:17:56,2022-09-28T18:17:56
MAFRA HARDWARE,,MAFRA  HARDWARE,,,False,,,Samuel Muchemi,MAFRA HARDWARE,2022-09-28T18:17:56,2022-09-28T18:17:56
MAGUNA SUPERMARKET P051504774L,,MAGUNA SUPERMARKET P051504774L,,,False,,,Mary Wangeci,MAGUNA SUPERMARKET P051504774L,2023-06-12T15:24:12,2023-06-12T15:24:12
MAKAMA ENTERPRISES A001565488K,,MAKAMA ENTERPRISES,,,False,,,Mary Wangeci,MAKAMA ENTERPRISES A001565488K,2023-04-28T12:04:13,2023-05-03T09:53:33
Makos Courier,,Makos  Courier,,,False,,,Samuel Muchemi,Makos Courier,2022-09-28T18:17:56,2022-09-28T18:17:56
MAKUENI CATHOLIC CENTER,,MAKUENI CATHOLIC CENTER,,,False,,,Samuel Muchemi,MAKUENI CATHOLIC CENTER,2022-09-28T18:17:56,2022-09-28T18:17:56
MAMATA ELECTRICALS,,MAMATA  ELECTRICALS,,,False,,,Samuel Muchemi,MAMATA ELECTRICALS,2022-09-28T18:17:56,2022-09-28T18:17:56
Manatwa Sacco,,Manatwa  Sacco,,,False,,,Samuel Muchemi,Manatwa Sacco,2022-09-28T18:17:56,2022-09-28T18:17:56
MANDERA SHOPPING CENTRE,,MANDERA SHOPPING CENTRE,,,False,,,Mary Wangeci,MANDERA SHOPPING CENTRE,2023-05-03T09:41:00,2023-05-03T09:41:00
MANGRO HOTEL DIANI P051314881G,,,,,False,,,Mary Wangeci,MANGRO HOTEL DIANI P051314881G,2024-02-06T12:01:23,2024-02-06T12:01:23
Maptra Sacco,,Maptra  Sacco,,,False,,,Samuel Muchemi,Maptra Sacco,2022-09-28T18:17:56,2022-09-28T18:17:56
MARBOUROUGH ENERGY LIMITED P051974276X,,,,,False,,,Mary Wangeci,MARBOUROUGH ENERGY LIMITED P051974276X,2024-02-08T09:14:31,2024-02-08T09:14:31
MARIFA ENTERPRISES,,MARIFA ENTERPRISES,,,False,,,Mary Wangeci,MARIFA ENTERPRISES,2022-12-20T11:25:03,2022-12-20T11:25:03
MARKETING EXPENSE,,,,,False,,,Mary Wangeci,MARKETING EXPENSE,2025-01-20T10:59:25,2025-01-20T10:59:25
Mark Holdings,,Mark  Holdings,,,False,,,Samuel Muchemi,Mark Holdings,2022-09-28T18:17:56,2022-09-28T18:17:56
Martin,,Martin,,,False,,,Samuel Muchemi,Martin,2022-09-28T18:17:56,2022-09-28T18:17:56
MARTIN MURIGU,,MARTIN  MURIGU,,,False,,,Samuel Muchemi,MARTIN MURIGU,2022-09-28T18:17:56,2022-09-28T18:17:56
Mash East,,Mash  East,,,False,,,Samuel Muchemi,Mash East,2022-09-28T18:17:57,2022-09-28T18:17:57
MASII SERVICE STATION,,MASII SERVICE STATION,,,False,,,Samuel Muchemi,MASII SERVICE STATION,2022-09-28T18:17:57,2022-09-28T18:17:57
MASTEP LIMITED BOOKS & STATIONERIES P051130453L,,MASTEP LIMITED BOOKS & STATIONERIES P051130453L,,,False,,,Mary Wangeci,MASTEP LIMITED BOOKS & STATIONERIES P051130453L,2023-05-16T11:06:13,2023-05-16T11:06:13
MATIX OIL PETROL STATION,,MATIX OIL PETROL STATION,,,False,,,Samuel Muchemi,MATIX OIL PETROL STATION,2022-09-28T18:17:57,2022-09-28T18:17:57
MAURICE WAMBUA,,MAURICE  WAMBUA,,,False,,,Samuel Muchemi,MAURICE WAMBUA,2022-09-28T18:17:57,2022-09-28T18:17:57
Maverick Supplies,,Maverick  Supplies,,,False,,,Samuel Muchemi,Maverick Supplies,2022-09-28T18:17:57,2022-09-28T18:17:57
MAWA AUTO SPRES,,MAWA AUTO SPRES,,,False,,,Mary Wangeci,MAWA AUTO SPRES,2023-05-16T11:08:25,2023-05-16T11:08:25
MAX AUTO SPARES,,MAX AUTO SPARES,,,False,,,Mary Wangeci,MAX AUTO SPARES,2023-05-12T10:06:51,2023-05-12T10:06:51
MBAU HARDWARE,,,,,False,,,Mary Wangeci,MBAU HARDWARE,2023-08-02T10:39:30,2023-08-02T10:39:30
MBELENZI CUSHION MAKER,,MBELENZI CUSHION MAKER,,,False,,,Mary Wangeci,MBELENZI CUSHION MAKER,2023-06-12T15:28:31,2023-06-12T15:28:31
Mbukoni parcel,,Mbukoni  parcel,,,False,,,Samuel Muchemi,Mbukoni parcel,2022-09-28T18:17:57,2022-09-28T18:17:57
MECK SYSTEMS SUPPLIES LTD,,MECK SYSTEMS SUPPLIES LTD,,,False,,,Samuel Muchemi,MECK SYSTEMS SUPPLIES LTD,2022-09-28T18:17:57,2022-09-28T18:17:57
MEDIPAL,,MEDIPAL,,,False,,,Samuel Muchemi,MEDIPAL,2022-09-28T18:17:57,2022-09-28T18:17:57
Megvel Cartons Ltd,megvelcartons@gmail.com,,P.O Box 163 Nairobi  00519 Kenya,020 2664884,False,,,Sheila Maina,Megvel Cartons Ltd,2024-10-17T08:38:50,2024-10-17T08:38:50
MENYA SERVICES SACCO,,MENYA SERVICES SACCO,,,False,,,Samuel Muchemi,MENYA SERVICES SACCO,2022-09-28T18:17:57,2022-09-28T18:17:57
Merlock Energy Ltd P051761689S,,Merlock Energy Ltd P051761689S,,,False,,,Samuel Muchemi,Merlock Energy Ltd P051761689S,2022-09-28T18:17:57,2022-09-28T18:17:57
MERU MILK DEPOT,,MERU MILK DEPOT,,,False,,,Mary Wangeci,MERU MILK DEPOT,2022-11-04T09:16:56,2022-11-04T09:16:56
MESHACK MAWEU,,MESHACK  MAWEU,,,False,,,Samuel Muchemi,MESHACK MAWEU,2022-09-28T18:17:57,2022-09-28T18:17:57
Mesnjo Agencies,,Mesnjo  Agencies,,,False,,,Samuel Muchemi,Mesnjo Agencies,2022-09-28T18:17:57,2022-09-28T18:17:57
METAL FABRICATION WORKS SERVICES,,METAL FABRICATION WORKS SERVICES,,,False,,,Samuel Muchemi,METAL FABRICATION WORKS SERVICES,2022-09-28T18:17:57,2022-09-28T18:17:57
METROLINK HIGHWAY SERVICES LTD P051984688G,,METROLINK HIGHWAY SERVICES LTD P051984688G,,,False,,,Mary Wangeci,METROLINK HIGHWAY SERVICES LTD P051984688G,2023-06-06T14:36:01,2023-06-06T14:36:01
MICHAEL MUCHEMI,,MICHAEL  MUCHEMI,,,False,,,Mary Wangeci,MICHAEL MUCHEMI,2025-05-07T10:30:26,2025-05-07T10:30:26
MICHAEL MUNYAMBU,,MICHAEL  MUNYAMBU,,,False,,,Samuel Muchemi,MICHAEL MUNYAMBU,2022-09-28T18:17:57,2022-09-28T18:17:57
MIDAX PETROLEUM P051237636F,,MIDAX PETROLEUM P051237636F,,,False,,,Samuel Muchemi,MIDAX PETROLEUM P051237636F,2022-09-28T18:17:57,2022-09-28T18:17:57
MIDWAY PETROLEUM LTD,,MIDWAY PETROLEUM LTD,,,False,,,Samuel Muchemi,MIDWAY PETROLEUM LTD,2022-09-28T18:17:57,2022-09-28T18:17:57
Milton Mwangi,,Milton  Mwangi,,,False,,,Samuel Muchemi,Milton Mwangi,2022-09-28T18:17:58,2022-09-28T18:17:58
MINET INSURANCE BROKERS LTD,,MINET INSURANCE BROKERS LTD,,,False,,,Samuel Muchemi,MINET INSURANCE BROKERS LTD,2022-09-28T18:17:58,2022-09-28T18:17:58
MISHKA AUTOSPA LTD,,MISHKA AUTOSPA LTD,,,False,,,Mary Wangeci,MISHKA AUTOSPA LTD,2025-10-03T11:34:35,2025-10-03T11:34:35
MITSUE TRADING COMPANY,,,,,False,,,Mary Wangeci,MITSUE TRADING COMPANY,2023-09-05T09:03:00,2023-09-05T09:03:00
Miva Holdings Limited P052126809X,,,,,False,,,Mary Wangeci,Miva Holdings Limited P052126809X,2024-01-12T09:31:52,2024-01-12T09:31:52
MNKafe Limited P051658585D,,,,,False,,,Mary Wangeci,MNKafe Limited P051658585D,2024-02-06T11:53:34,2024-02-06T11:53:34
MOBILEX ENERGY,,MOBILEX  ENERGY,,,False,,,Samuel Muchemi,MOBILEX ENERGY,2022-09-28T18:17:58,2022-09-28T18:17:58
Modern Coast,,Modern  Coast,,,False,,,Samuel Muchemi,Modern Coast,2022-09-28T18:17:58,2022-09-28T18:17:58
